ID,Control,Control,Salt,Salt
gene-LOC18023067,10.651734,10.785111,4.78615,7.358422
gene-LOC18023068,12.171339,11.949163,9.130355,12.033794
gene-LOC18023070,0.561,0.095958,0,0.188296
gene-LOC18023072,0.101091,0.086088,0,0.042162
gene-LOC18023073,23.921334,23.532698,19.787387,22.837927
gene-LOC18023074,15.845897,12.300762,10.537966,16.293607
gene-LOC18023075,29.099498,32.236781,35.898435,41.573928
gene-LOC18023076,0,0,0,0
gene-LOC18023077,0,0,0,0
gene-LOC18023078,27.853743,23.598205,12.335139,20.113174
gene-LOC18023079,19.877314,16.592097,22.070242,21.693416
gene-LOC18023080,3.532428,4.51257,4.251291,2.619855
gene-LOC18023081,11.040326,10.375291,6.546951,6.774412
gene-LOC18023084,0,0,0,0
gene-LOC18023085,8.479715,6.504446,4.124755,5.021538
gene-LOC18023086,0.519908,0.224356,2.694322,0.367285
gene-LOC18023087,0.183252,0.314988,0.081308,0.154828
gene-LOC18023088,7.066659,5.167522,9.006996,11.225525
gene-LOC18023089,35.696966,30.612249,32.865493,40.186404
gene-LOC18023090,0.556776,0.285737,0.688921,0.279968
gene-LOC18023091,6.395761,2.745699,4.66123,2.143557
gene-LOC18023092,1.635333,0.539803,4.010253,2.965885
gene-LOC18023093,6.422437,2.781001,5.699513,8.301384
gene-LOC18023094,13.545594,9.21415,3.857096,10.203362
gene-LOC18023095,7.114938,0.944957,3.607037,6.187319
gene-LOC18023096,20.589178,32.799752,17.258667,46.955898
gene-LOC18023097,3.558341,1.266858,1.961426,3.970036
gene-LOC18023098,2.746486,2.040944,3.422402,3.289197
gene-LOC18023099,32.377055,26.736549,26.495852,34.271768
gene-LOC18023100,12.349025,7.272857,6.487453,25.314125
gene-LOC18023102,0.719804,0.619587,0.355234,0.710576
gene-LOC18023103,275.543087,271.140346,205.053214,106.469733
gene-LOC18023104,184.790095,190.820216,170.16754,124.382479
gene-LOC18023105,6.221999,5.585846,0.14582,4.789908
gene-LOC18023106,6.140566,4.546447,1.52666,5.066738
gene-LOC18023107,0,0,0,0
gene-LOC18023109,4.956807,5.626462,5.674338,6.786363
gene-LOC18023112,108.933605,178.909577,160.690537,203.897629
gene-LOC18023113,162.476306,204.834116,293.35292,172.124366
gene-LOC18023114,0.06369,0,0,0
gene-LOC18023115,2.177357,1.966318,1.004113,1.378466
gene-LOC18023116,23.538702,21.37007,17.232384,18.060623
gene-LOC18023117,21.045072,18.13713,53.518275,35.92439
gene-LOC18023118,10.953743,11.056959,6.224155,4.432259
gene-LOC18023119,0.293202,0.083779,0,0.082279
gene-LOC18023120,81.327974,62.126075,68.477975,83.675827
gene-LOC18023121,6.365036,10.424067,11.432073,7.867927
gene-LOC18023122,8.687692,9.042092,11.65913,12.504981
gene-LOC18023126,35.008971,39.734031,77.516706,46.392138
gene-LOC18023127,0,0.045686,0,0
gene-LOC18023128,21.124682,15.505215,15.476731,15.388359
gene-LOC18023129,0.579747,0.371258,0.383124,0.849289
gene-LOC18023130,251.638013,227.959569,189.701679,233.841597
gene-LOC18023132,6.955278,3.865262,2.029229,6.431879
gene-LOC18023133,138.214853,119.121768,93.686531,90.070787
gene-LOC18023134,9.518606,5.023915,14.660269,14.501343
gene-LOC18023135,49.015142,56.850384,1.248321,6.212579
gene-LOC18023136,27.844371,33.438545,26.885966,21.253942
gene-LOC18023137,11.600968,10.007201,8.162557,6.705617
gene-LOC18023138,3.217779,2.717031,2.467052,4.376836
gene-LOC18023139,125.963517,118.783674,130.836244,39.807785
gene-LOC18023140,1.067361,0.259937,0,0.551796
gene-LOC18023141,8.505657,8.327625,11.487001,10.999641
gene-LOC18023142,1.758175,1.481623,1.161107,2.272654
gene-LOC18023143,0,0.248463,0,0
gene-LOC18023144,12.330227,12.9658,9.591445,8.944717
gene-LOC18023145,6.541759,4.380867,5.223885,11.30463
gene-LOC18023146,40.549393,44.935316,107.951039,92.561308
gene-LOC18023147,0,0,0,0
gene-LOC18023148,19.559932,24.040933,37.840794,27.224696
gene-LOC18023149,0,0,0,0
gene-LOC18023150,164.762925,176.669335,102.960274,66.482467
gene-LOC18023151,7.275619,4.652343,9.001495,7.951748
gene-LOC18023152,12.696724,2.481477,0.562067,9.784018
gene-LOC18023153,12.800747,11.653333,6.7158,11.230652
gene-LOC18023154,2.372858,0.810366,0.746817,2.898333
gene-LOC18023155,23.624578,27.838552,22.742671,18.734742
gene-LOC18023156,7.757623,6.413101,4.074769,5.712366
gene-LOC18023157,117.137678,112.188951,116.535886,121.749369
gene-LOC18023158,18.80164,13.940572,13.906879,16.881358
gene-LOC18023160,61.426836,21.925499,6.979355,8.652705
gene-LOC18023161,211.4311,207.938581,244.966897,246.673415
gene-LOC18023162,8.400167,8.645596,4.77166,7.640482
gene-LOC18023163,32.84066,31.009196,110.891961,57.466205
gene-LOC18023164,0.942125,0.401968,3.823639,4.964868
gene-LOC18023165,9.25752,7.723551,8.608411,10.460548
gene-LOC18023166,11.090284,7.717928,29.071123,30.135559
gene-LOC18023167,16.244121,15.396511,19.224211,17.194417
gene-LOC18023168,0,0,0,0
gene-LOC18023169,66.432256,84.217649,80.839309,45.431278
gene-LOC18023170,7.443669,4.853364,3.50627,6.907729
gene-LOC18023171,4.310656,4.007047,0.207185,3.907171
gene-LOC18023172,1.00341,0,0,1.088831
gene-LOC18023173,36.575862,28.330104,24.09637,34.120367
gene-LOC18023174,0.746541,0.080536,0.248147,1.420385
gene-LOC18023175,5.951183,5.475621,3.929504,7.860879
gene-LOC18023176,7.650468,2.525315,2.070709,8.532512
gene-LOC18023177,179.569006,137.856487,137.366007,105.309166
gene-LOC18023178,1.909979,2.252017,0.631915,1.997666
gene-LOC18023179,52.737293,57.122122,24.190069,27.200977
gene-LOC18023180,60.11088,52.471126,35.706831,50.068824
gene-LOC18023181,2.554045,0.624055,0,2.434566
gene-LOC18023182,0.811142,0.900772,0.283905,0.33229
gene-LOC18023183,33.693742,29.765455,26.270536,34.491
gene-LOC18023184,1.162633,0.845778,0.830813,1.095946
gene-LOC18023185,0,0,0,0
gene-LOC18023187,2.491944,2.281866,1.217032,1.084039
gene-LOC18023188,166.736116,152.304802,132.502077,219.198006
gene-LOC18023189,31.768172,29.12822,17.423218,17.136618
gene-LOC18023190,19.303779,16.126919,25.070484,20.463588
gene-LOC18023191,58.960263,60.787899,26.958651,14.227935
gene-LOC18023192,3.410596,4.325467,7.783933,8.929752
gene-LOC18023193,56.816571,48.980565,75.357986,64.198918
gene-LOC18023194,47.43841,59.065813,49.518031,45.819638
gene-LOC18023197,105.886192,111.009313,49.48704,62.387519
gene-LOC18023198,123.408422,110.346307,184.851197,148.393179
gene-LOC18023199,5.96315,2.084619,2.852084,4.355519
gene-LOC18023200,30.337515,34.517751,26.884091,24.920835
gene-LOC18023201,0.208103,0.178575,0.737721,1.0964
gene-LOC18023202,1.010407,1.152263,1.485002,3.505199
gene-LOC18023203,31.441946,36.816983,38.484656,28.446799
gene-LOC18023204,7.494093,9.194266,6.159886,7.45791
gene-LOC18023205,22.539692,24.045237,18.432071,23.934937
gene-LOC18023206,40.25278,32.862403,35.743317,43.361093
gene-LOC18023207,9.594119,7.538413,10.31165,20.287492
gene-LOC18023208,91.360691,89.735158,50.681683,44.156026
gene-LOC18023209,9.534839,10.152565,4.850306,6.889567
gene-LOC18023210,11.688335,9.199734,15.662845,12.738445
gene-LOC18023211,17.853971,11.31759,2.072291,15.151056
gene-LOC18023212,20.3296,22.01905,10.967616,14.945132
gene-LOC18023213,13.776308,11.658976,9.946997,7.848305
gene-LOC18023214,45.271699,46.065214,74.288441,62.825533
gene-LOC18023215,50.479976,46.32611,34.200096,28.969638
gene-LOC18023216,14.148445,13.337887,5.335729,8.712149
gene-LOC18023217,8.088374,7.315683,5.082952,6.28929
gene-LOC18023218,0.084154,0.142932,0,0
gene-LOC18023219,26.936807,30.148624,40.465792,22.920962
gene-LOC18023221,2.201942,2.116212,2.909402,4.078153
gene-LOC18023222,6.07913,10.068681,5.627866,13.422151
gene-LOC18023223,10.503968,5.058695,38.923976,16.127587
gene-LOC18023224,24.161805,15.218334,13.802798,19.158714
gene-LOC18023225,37.64727,28.038432,53.595121,17.677662
gene-LOC18023226,0.789764,0,0,0.501099
gene-LOC18023227,13.610104,11.210444,56.244544,40.939967
gene-LOC18023228,19.985411,19.351573,12.04695,15.208828
gene-LOC18023229,8.354586,3.684036,4.757698,5.494374
gene-LOC18023230,694.214239,608.593907,181.203714,234.224704
gene-LOC18023231,54.000762,57.348223,78.06902,42.374763
gene-LOC18023232,38.339754,38.124501,30.581895,26.409468
gene-LOC18023233,504.613761,517.072403,64.730077,641.429962
gene-LOC18023234,33.600333,30.558746,30.551044,33.110354
gene-LOC18023235,28.495845,20.937048,26.099269,39.634398
gene-LOC18023236,19.837501,21.548398,37.885646,31.243838
gene-LOC18023237,17.693988,11.834452,13.565846,17.677901
gene-LOC18023238,0.107394,0.091934,1.122087,0.087514
gene-LOC18023239,53.809671,76.429366,99.09134,121.960493
gene-LOC18023240,23.414877,20.755782,13.684969,12.706485
gene-LOC18023241,3717.264843,2925.954817,3901.218809,2562.080925
gene-LOC18023242,1.831894,1.572177,10.645737,6.005956
gene-LOC18023243,45.177731,40.922024,61.381823,35.812883
gene-LOC18023244,6.386824,5.609263,5.315795,5.251822
gene-LOC18023245,17.513683,16.323549,18.906104,20.779335
gene-LOC18023246,63.251357,84.187305,204.418264,148.865812
gene-LOC18023247,25.464214,31.549779,40.040035,26.59031
gene-LOC18023248,0.31908,0,0,0.161707
gene-LOC18023249,43.264384,48.724877,31.095709,30.183037
gene-LOC18023250,61.138238,89.024446,62.385681,62.728398
gene-LOC18023251,11.92221,9.930669,8.124159,11.973349
gene-LOC18023252,1.165526,1.134359,0.437294,1.231557
gene-LOC18023253,255.6391,306.279093,265.559246,403.131989
gene-LOC18023254,5.81438,4.822598,4.728307,9.398695
gene-LOC18023255,37.095127,48.800219,8.017349,15.931548
gene-LOC18023256,10.108262,5.521245,7.283264,15.247776
gene-LOC18023257,26.293059,22.231796,6.428703,14.250711
gene-LOC18023258,9.994327,11.872671,7.356741,6.888989
gene-LOC18023259,8.274743,7.171719,13.031626,16.332833
gene-LOC18023260,0.252971,0,0.778676,0.104688
gene-LOC18023261,45.092967,54.049137,17.200772,19.052008
gene-LOC18023263,69.444682,87.540222,60.208774,61.257949
gene-LOC18023264,7.092136,2.311681,1.914885,7.251474
gene-LOC18023265,184.239938,133.482759,129.140611,154.668806
gene-LOC18023266,36.159034,24.095709,40.539009,38.25181
gene-LOC18023267,16.90708,23.318161,36.275872,30.293719
gene-LOC18023268,1.658872,0.077852,0,0.53602
gene-LOC18023269,24.804851,10.056674,110.387051,92.298171
gene-LOC18023270,1.140965,0.42065,1.518975,0.482435
gene-LOC18023271,2.034669,1.107166,0.160751,2.569974
gene-LOC18023272,2.071342,1.085301,5.412452,5.223968
gene-LOC18023273,0,0.04353,2.918055,0.508793
gene-LOC18023274,8.274948,3.674728,3.191701,10.139046
gene-LOC18023275,21.505245,12.610965,13.581859,23.518085
gene-LOC18023276,2.863026,1.549702,1.563467,3.078843
gene-LOC18023277,57.333365,65.874455,70.646873,62.244955
gene-LOC18023278,34.311447,54.966261,21.864916,27.979027
gene-LOC18023279,0,0,0,0
gene-LOC18023281,1.319323,0.899931,0.905689,1.470296
gene-LOC18023282,34.347938,32.385239,18.994513,18.210926
gene-LOC18023283,3.999322,3.381126,2.044417,1.938284
gene-LOC18023284,50.443339,43.960755,27.587422,33.663412
gene-LOC18023285,0.449222,0,0.100378,0.386107
gene-LOC18023286,0,0,0,0
gene-LOC18023287,0,0.041529,0,0
gene-LOC18023288,56.382871,46.401086,46.231272,48.797604
gene-LOC18023289,6.85888,3.831152,53.219663,19.434479
gene-LOC18023290,37.788748,19.541894,139.760382,49.335243
gene-LOC18023291,21.687104,16.740289,9.579373,19.771715
gene-LOC18023292,0.956326,0.934951,0.943978,1.669861
gene-LOC18023293,8.463472,3.068566,2.157396,17.323378
gene-LOC18023294,0.097705,0.083907,0,0
gene-LOC18023295,194.502025,292.453755,485.901762,123.451438
gene-LOC18023296,0.927104,0.882015,5.64733,7.99963
gene-LOC18023297,21.928095,22.653131,17.14881,17.806389
gene-LOC18023298,22.796641,23.080889,39.093789,29.211028
gene-LOC18023299,0,0.09869,0.101973,0
gene-LOC18023300,0,0,0.215581,0
gene-LOC18023301,8.40562,7.271503,3.966507,4.980869
gene-LOC18023302,40.448943,40.750379,53.332098,51.120161
gene-LOC18023303,13.3863,3.851714,2.84925,9.374209
gene-LOC18023304,30.611082,20.541447,9.719353,22.969069
gene-LOC18023305,0.139904,0,0,0
gene-LOC18023306,152.696051,158.881881,137.655531,85.671065
gene-LOC18023307,0.352172,0.660985,0.621228,0.410171
gene-LOC18023308,8.549284,8.043318,11.155837,9.704194
gene-LOC18023309,111.276158,105.077335,109.636673,73.637359
gene-LOC18023310,12.137665,6.672443,14.015238,5.752003
gene-LOC18023312,98.609817,125.375804,110.772876,154.728843
gene-LOC18023313,18.29009,14.548339,22.511013,17.154902
gene-LOC18023314,3.741373,2.815252,6.851858,6.46169
gene-LOC18023315,8.72567,11.704137,6.598294,8.882586
gene-LOC18023316,7.230855,4.359334,4.077861,7.757358
gene-LOC18023317,3.812621,2.905021,2.610314,3.3609
gene-LOC18023319,0.702947,0.443794,0.491842,0.404768
gene-LOC18023320,54.421173,76.702991,26.470242,26.747581
gene-LOC18023321,13.60385,19.412817,12.367974,10.942388
gene-LOC18023322,3.741198,4.276726,2.520883,3.883074
gene-LOC18023323,19.107274,22.139361,38.910864,25.351342
gene-LOC18023324,110.197998,109.186374,320.074382,248.880435
gene-LOC18023325,66.220012,49.507621,51.168194,66.68283
gene-LOC18023327,0.143996,0.061392,0,0.060167
gene-LOC18023328,0,0,0,0
gene-LOC18023329,156.365518,182.187792,160.913293,146.499676
gene-LOC18023330,221.552882,268.581293,160.507344,124.660073
gene-LOC18023331,11.767821,11.742776,31.274381,21.930958
gene-LOC18023332,20.851736,23.271347,13.449388,26.175467
gene-LOC18023333,0,0,0,0
gene-LOC18023334,10.524138,10.041848,13.002351,16.627239
gene-LOC18023335,1.874733,0.535344,0.690907,0.131376
gene-LOC18023336,43.52803,40.285191,45.255115,47.423989
gene-LOC18023337,10.050341,5.633141,2.714429,4.488028
gene-LOC18023338,113.340213,99.617806,105.20854,105.026955
gene-LOC18023339,1.764724,1.716739,4.790937,2.677391
gene-LOC18023340,0,0,0,0
gene-LOC18023341,0,0.403282,0.415296,0.264318
gene-LOC18023342,0,0.34822,1.073542,0.113873
gene-LOC18023343,8.902924,8.362318,14.877433,9.598052
gene-LOC18023345,52.375949,46.653631,205.963395,106.165537
gene-LOC18023346,14.795591,11.657418,12.006889,11.286546
gene-LOC18023347,109.081684,143.54742,16.34058,10.250494
gene-LOC18023348,4.088753,1.203987,0,2.950907
gene-LOC18023349,0.096056,0,0,0
gene-LOC18023351,0,0,0,0
gene-LOC18023355,0.174744,0.075146,0,0
gene-LOC18023356,5.760382,8.177532,19.242082,17.018328
gene-LOC18023359,0,0,0,0
gene-LOC18023360,0,0.07434,0,0
gene-LOC18023363,15.000724,13.413349,13.892975,15.911908
gene-LOC18023364,19.027303,57.945876,132.958727,46.676916
gene-LOC18023365,73.270848,78.205654,73.979262,57.539812
gene-LOC18023368,4.582778,4.158227,3.408919,3.669778
gene-LOC18023369,9.167034,8.903238,10.623597,11.368339
gene-LOC18023370,20.303297,19.282053,24.338715,23.338622
gene-LOC18023371,0.109956,0,0,0
gene-LOC18023372,0.535123,0,0.923624,0.432989
gene-LOC18023373,44.617269,21.716044,21.566498,20.595383
gene-LOC18023374,0,0.028427,0,0.083415
gene-LOC18023375,139.262585,150.953494,150.202843,170.796515
gene-LOC18023376,1.22082,5.073041,10.663571,1.977273
gene-LOC18023377,0.904786,2.205233,1.690686,1.149954
gene-LOC18023378,63.639761,65.507078,38.211968,31.883333
gene-LOC18023379,7.314284,7.075925,5.382698,4.877895
gene-LOC18023380,2.7823,2.771006,2.437277,3.46754
gene-LOC18023381,14.332673,21.466795,54.71036,49.169271
gene-LOC18023382,0.605472,0.258855,1.335994,0.888711
gene-LOC18023383,2.95811,1.219455,0.769799,2.996308
gene-LOC18023384,104.335893,95.462321,84.200577,57.183375
gene-LOC18023385,136.3948,143.482616,129.166072,68.601614
gene-LOC18023386,13.321352,13.309861,7.858176,8.818124
gene-LOC18023387,2.542013,0.961265,0.691978,2.665812
gene-LOC18023388,5.273255,5.260749,2.311537,5.703006
gene-LOC18023389,43.558055,41.388536,29.101255,37.119496
gene-LOC18023390,5.046509,6.875182,3.176357,7.322939
gene-LOC18023391,16.972138,16.262873,12.312493,12.13502
gene-LOC18023393,12.440117,9.041742,5.160677,7.994149
gene-LOC18023394,36.031324,38.162689,23.698214,29.399111
gene-LOC18023395,13.567619,13.845258,8.359702,11.656963
gene-LOC18023396,4.634099,0.890079,0.502191,5.043804
gene-LOC18023397,24.712723,23.36541,47.72462,20.525357
gene-LOC18023398,0.555129,0.158598,0.654591,0.466485
gene-LOC18023399,278.93002,280.145336,463.298436,305.862044
gene-LOC18023400,16.709547,16.907555,15.803139,10.734035
gene-LOC18023401,38.458867,37.272411,54.149621,46.457849
gene-LOC18023402,68.512363,69.282271,19.995482,18.721075
gene-LOC18023403,11.06346,9.837157,24.792347,23.65356
gene-LOC18023404,16.981308,12.019957,19.760561,34.88893
gene-LOC18023405,11.519944,7.122739,56.188164,23.253486
gene-LOC18023406,94.015439,83.464566,153.251853,147.370245
gene-LOC18023407,30.334465,22.588855,29.401873,26.546502
gene-LOC18023408,0.481331,0.273008,0,0.266984
gene-LOC18023409,0.781126,0.133248,0.137735,0.391291
gene-LOC18023410,1.468048,0.661679,2.896417,2.229339
gene-LOC18023411,2.263284,0.284667,0,2.286632
gene-LOC18023412,0.504024,0.086433,0.089233,1.103102
gene-LOC18023415,14.468432,13.505904,17.009474,16.164888
gene-LOC18023417,17.890318,14.224467,6.180015,8.169502
gene-LOC18023419,4.321206,3.022175,18.903592,22.358499
gene-LOC18023421,9.869564,11.578728,7.531814,8.739735
gene-LOC18023422,19.743125,15.621934,9.768584,12.543378
gene-LOC18023423,32.949383,33.486396,21.71975,36.840476
gene-LOC18023424,29.234042,27.636307,12.262563,15.601088
gene-LOC18023425,0.897323,0.529325,0,0.861536
gene-LOC18023426,4.816199,2.836904,0,4.282228
gene-LOC18023427,13.212503,17.221297,62.493081,32.501605
gene-LOC18023428,1.3994,0.926531,1.295079,2.46076
gene-LOC18023430,10.878269,10.200915,26.429674,26.109867
gene-LOC18023431,77.022019,66.282523,74.733854,101.049634
gene-LOC18023432,7.069761,6.218274,9.589072,13.669315
gene-LOC18023433,5.823262,5.993558,3.074293,5.29833
gene-LOC18023434,547.188647,103.760408,61.641355,1035.256535
gene-LOC18023436,77.491295,74.350312,58.889418,25.865063
gene-LOC18023437,224.322763,205.05039,190.186243,135.402336
gene-LOC18023438,7.657429,9.795114,3.81541,10.692379
gene-LOC18023439,35.389151,30.553325,19.142967,16.147728
gene-LOC18023440,16.900582,17.555044,7.869829,12.454449
gene-LOC18023441,2.306824,2.874479,3.885447,4.185722
gene-LOC18023442,5.156145,3.843632,4.244025,5.951497
gene-LOC18023443,11.411539,9.648813,12.254235,18.716074
gene-LOC18023444,6.239675,4.101784,5.428345,9.045836
gene-LOC18023445,55.136962,57.776901,48.246125,45.833723
gene-LOC18023446,91.269816,71.556071,91.205001,118.583208
gene-LOC18023447,9.298451,8.380608,10.537884,7.44825
gene-LOC18023448,24.301785,20.874437,27.749847,28.833369
gene-LOC18023449,26.092262,26.03267,21.936355,14.681153
gene-LOC18023450,29.952181,29.205518,29.543063,43.634629
gene-LOC18023451,3.85323,2.832142,3.993905,2.603203
gene-LOC18023452,1.164603,1.177704,0.467998,1.004843
gene-LOC18023453,32.220586,32.292807,18.039462,19.951365
gene-LOC18023454,5.733273,5.500877,3.386616,3.77597
gene-LOC18023455,6.586055,3.043571,1.387677,22.306335
gene-LOC18023456,21.153189,16.805811,39.355524,28.053228
gene-LOC18023457,65.202785,63.760547,220.528327,169.123373
gene-LOC18023458,150.050406,140.099388,125.91953,126.949912
gene-LOC18023459,29.05797,26.817608,47.334297,42.153202
gene-LOC18023460,6.339608,6.501256,5.675766,5.977055
gene-LOC18023462,35.957234,25.679869,2.533397,3.447579
gene-LOC18023463,62.856481,69.090621,22.497028,28.274978
gene-LOC18023464,40.226896,39.998914,19.028366,15.19495
gene-LOC18023465,22.429727,20.153058,13.657671,20.304353
gene-LOC18023467,37.097266,58.276688,7.075869,6.816772
gene-LOC18023468,26.070898,18.683019,20.440091,28.540133
gene-LOC18023469,0,0,0,0
gene-LOC18023470,15.644805,16.68836,17.346611,12.161506
gene-LOC18023471,9.058604,8.388568,6.056004,6.017935
gene-LOC18023472,36.092052,31.782359,12.647296,21.816275
gene-LOC18023473,144.354123,134.021584,66.637652,106.802225
gene-LOC18023474,2.147478,0.255687,0,1.298335
gene-LOC18023475,616.246647,609.034679,221.704164,212.395466
gene-LOC18023476,4.815553,6.244872,2.953387,2.63457
gene-LOC18023477,152.964694,166.91773,100.706259,91.185104
gene-LOC18023478,21.721421,22.85088,30.677581,26.756893
gene-LOC18023479,5.493767,5.449269,3.568223,6.165831
gene-LOC18023480,48.788076,40.730829,73.092517,53.002084
gene-LOC18023481,2.729179,1.943321,1.005633,2.101593
gene-LOC18023482,28.597316,25.622426,26.442041,37.915457
gene-LOC18023483,18.497307,18.472014,11.333641,16.371612
gene-LOC18023484,0.597269,0.341381,0.765101,0.698429
gene-LOC18023485,18.677031,6.369966,101.460186,29.215215
gene-LOC18023486,19.680738,13.318159,17.656443,37.067432
gene-LOC18023487,4.047874,0.6442,0.831647,3.229097
gene-LOC18023488,11.43859,5.75302,0.108645,7.994631
gene-LOC18023489,16.864073,12.70775,13.270627,10.03838
gene-LOC18023490,90.309532,78.339533,66.642267,94.800215
gene-LOC18023491,9.13037,8.205178,9.925711,8.348682
gene-LOC18023492,23.600275,21.849967,19.933194,25.075518
gene-LOC18023493,55.554292,47.04385,39.472163,32.031888
gene-LOC18023494,17.868728,18.680612,24.25528,20.981506
gene-LOC18023496,31.309955,31.196468,20.206992,23.12479
gene-LOC18023497,8.641954,5.728054,4.541556,7.020363
gene-LOC18023498,5.568086,5.292721,4.349919,4.861436
gene-LOC18023499,33.128568,38.716329,63.471556,76.624458
gene-LOC18023500,28.38283,31.920616,51.091166,29.077321
gene-LOC18023501,13.769488,5.657103,13.644131,13.90203
gene-LOC18023502,22.224241,22.609075,25.338894,24.105836
gene-LOC18023503,10.417791,10.701435,8.60723,13.349898
gene-LOC18023504,19.417443,25.172569,20.891399,22.357522
gene-LOC18023505,0,0,0,0
gene-LOC18023506,13.350567,8.589473,14.709976,21.384588
gene-LOC18023507,12.969682,12.306235,21.565886,26.385744
gene-LOC18023508,17.696734,17.938431,28.164034,34.789726
gene-LOC18023509,49.481919,58.144193,65.700128,86.144838
gene-LOC18023510,37.241675,27.842205,31.866671,41.58918
gene-LOC18023511,44.049246,42.734181,38.498916,47.470731
gene-LOC18023512,0,0.730075,16.416527,6.421717
gene-LOC18023513,63.169917,97.307201,48.260159,91.015694
gene-LOC18023514,19.91258,19.238621,14.903655,25.974815
gene-LOC18023515,0.063365,0.216817,0.392216,0.638416
gene-LOC18023516,10.911978,1.618897,17.671314,9.203861
gene-LOC18023517,21.26671,26.153564,21.200007,24.357473
gene-LOC18023518,0.439656,0.062788,0.129781,0.585327
gene-LOC18023519,0,0,0,0
gene-LOC18023520,0.729727,0,0,0
gene-LOC18023521,5.251623,3.523909,1.811795,6.267681
gene-LOC18023522,4.670226,4.157811,1.590966,3.295068
gene-LOC18023523,2.221621,1.898785,0,0
gene-LOC18023524,4.207139,7.417096,0.532335,0.843364
gene-LOC18023525,0.109861,0.189835,0.097823,0.093427
gene-LOC18023526,13.46179,12.324309,9.418889,12.69488
gene-LOC18023527,9.311987,4.873255,1.272025,10.039922
gene-LOC18023528,0,0,0,0
gene-LOC18023529,0,0.172923,0.712391,0
gene-LOC18023530,12.696401,10.164423,10.755746,13.59444
gene-LOC18023531,0,0,0,0
gene-LOC18023532,0,0,0,0
gene-LOC18023533,14.833236,15.442233,25.392712,23.521554
gene-LOC18023534,0.908172,0,3.43194,0
gene-LOC18023535,30.936012,25.632277,24.403691,25.638893
gene-LOC18023538,25.587022,23.614163,19.352806,22.4089
gene-LOC18023539,5.616266,3.323521,3.651092,6.647822
gene-LOC18023540,10.20168,5.719067,0.334,8.032125
gene-LOC18023541,0.061925,0,0,0.260356
gene-LOC18023542,24.908974,21.489953,14.926503,21.326865
gene-LOC18023543,0.676677,0,1.04926,1.428991
gene-LOC18023544,72.175298,63.069237,114.096696,64.398922
gene-LOC18023545,2.227241,1.468285,0.735944,2.426866
gene-LOC18023546,71.983378,62.03831,39.688089,62.655839
gene-LOC18023547,6.882923,5.940291,5.90423,7.667677
gene-LOC18023548,14.187999,13.799676,10.729028,11.874449
gene-LOC18023549,35.570511,28.774692,40.683663,45.272557
gene-LOC18023550,0.490925,0,0.108215,0.514243
gene-LOC18023551,66.964607,73.071267,27.669632,23.035453
gene-LOC18023552,108.404084,126.221553,64.813431,53.520364
gene-LOC18023553,26.895437,21.139806,27.928902,38.430519
gene-LOC18023554,83.637806,120.635074,21.579739,28.989437
gene-LOC18023555,8.494172,7.353778,7.382365,5.673276
gene-LOC18023556,17.313993,10.598032,20.536228,12.219773
gene-LOC18023557,68.998456,73.353818,57.290973,27.149951
gene-LOC18023558,8.922632,8.298209,18.631467,19.461054
gene-LOC18023559,0,0,0,0
gene-LOC18023560,56.666942,34.225778,16.147436,60.195964
gene-LOC18023561,0,0,0.05123,0
gene-LOC18023562,159.896369,142.691217,144.68482,145.512545
gene-LOC18023563,337.850004,238.636033,228.738807,286.556923
gene-LOC18023564,2.461031,1.295779,0.739351,2.322054
gene-LOC18023565,0.284089,0,0,0.469359
gene-LOC18023566,0,0.079236,0,0
gene-LOC18023567,26.735498,25.786929,23.984036,24.676101
gene-LOC18023568,26.222302,26.193555,22.074675,25.6956
gene-LOC18023569,4.264689,3.55798,26.233273,27.68292
gene-LOC18023570,1.689469,2.516985,2.141109,6.331164
gene-LOC18023571,35.169924,42.017992,7.156341,7.585413
gene-LOC18023572,13.932928,8.880213,0.265425,9.138858
gene-LOC18023573,39.25497,38.438991,22.141319,29.598779
gene-LOC18023574,16.384866,19.738309,15.361173,21.353976
gene-LOC18023575,204.342139,231.674365,100.033301,107.291018
gene-LOC18023576,117.826868,101.377348,100.545212,128.304101
gene-LOC18023577,10.344936,2.525095,2.296849,13.69759
gene-LOC18023580,8.078303,8.05414,5.38907,5.905824
gene-LOC18023581,3.844672,10.129159,3.252029,3.969882
gene-LOC18023582,15.840481,17.304034,20.355738,28.212625
gene-LOC18023583,22.561845,15.503965,7.199693,30.415338
gene-LOC18023584,5.558005,3.969607,6.032756,9.394151
gene-LOC18023586,12.43982,11.279631,8.831142,11.76513
gene-LOC18023587,7.585019,12.182886,10.742169,10.668072
gene-LOC18023588,34.420324,37.372535,53.403865,36.928929
gene-LOC18023589,14.790681,14.851706,23.412871,17.494916
gene-LOC18023590,14.319465,9.058082,11.711398,23.010364
gene-LOC18023591,208.092866,192.838317,112.193209,160.424609
gene-LOC18023592,711.613322,593.928787,666.305159,468.458052
gene-LOC18023593,24.723386,25.15777,9.492971,15.327775
gene-LOC18023594,15.311563,17.023819,11.330842,11.870712
gene-LOC18023595,0.231708,0.368259,0.087043,0.747916
gene-LOC18023596,9.755941,6.047841,13.595657,12.689617
gene-LOC18023597,23.094031,32.919838,39.809442,50.056941
gene-LOC18023598,22.265867,26.734733,14.389395,14.569315
