ID,Leaf_ABA,Leaf_ABA,Root_ABA,Root_ABA,Leaf_Control,Leaf_Control,Root_Control,Root_Control
gene-LOC18019309,5.438028,5.84525,4.382554,5.514487,4.138433,4.002386,5.433266,4.310308
gene-LOC18019310,6.087737,5.360933,6.312252,5.657981,3.956272,4.961254,10.524055,9.839754
gene-LOC18019311,25.478481,26.831381,63.372228,64.749323,15.031216,16.423553,51.769641,45.214712
gene-LOC18019312,0,0,0,0,0,0,0,0
gene-LOC18019313,3.368101,2.376249,55.897012,24.643052,0.658652,1.410281,4.404317,6.857701
gene-LOC18019314,64.449526,69.00669,122.684361,98.869042,41.029606,73.994932,61.042324,46.447964
gene-LOC18019316,16.846202,12.069208,47.937341,43.624403,2.965231,3.401081,35.814842,30.14396
gene-LOC18019317,0.609094,0.733574,0.51564,1.047151,0.547826,0.740173,1.118966,1.319666
gene-LOC18019318,28.868146,24.745891,26.102561,28.314933,19.024866,19.51741,19.991255,29.508635
gene-LOC18019319,0.760257,0.861043,0.621462,0.700761,0.39608,0.833558,1.259975,1.162529
gene-LOC18019320,21.698994,22.35624,23.358717,22.916774,20.363711,19.263618,33.158651,31.149309
gene-LOC18019321,2.468489,2.230103,1.610662,1.602216,2.2217,2.490773,1.383755,2.013564
gene-LOC18019322,33.681747,34.943279,20.091018,20.204837,18.168925,19.64388,21.058798,21.577687
gene-LOC18019323,17.640801,16.529922,23.256816,24.109546,13.222764,14.522746,35.88573,30.823068
gene-LOC18019324,5.585113,4.894838,6.127892,6.961941,9.192285,7.944952,9.6214,8.576184
gene-LOC18019325,8.751951,7.767139,15.407758,12.957931,7.671037,8.178432,11.182758,11.651361
gene-LOC18019326,2.883311,1.686576,2.603014,2.411474,0.741458,2.913189,1.305675,1.429249
gene-LOC18019327,49.039527,43.016883,165.448982,145.876028,2.466935,11.277754,26.557033,43.263488
gene-LOC18019328,9.454437,11.663032,11.472375,7.393708,13.480924,9.0505,12.850901,8.113612
gene-LOC18019329,15.123656,16.909341,23.555113,26.072151,9.17623,9.368859,20.217889,20.741252
gene-LOC18019330,2.546328,2.910175,5.339483,5.959519,1.017484,1.285013,7.246328,7.306974
gene-LOC18019331,31.558859,22.804061,25.013998,29.298319,16.048484,17.95589,26.000573,22.173888
gene-LOC18019332,1.352805,1.650306,2.426984,1.578751,2.297774,2.802825,4.654699,3.379628
gene-LOC18019333,60.303977,70.613438,30.847,38.712957,91.594868,72.840156,91.590766,127.729091
gene-LOC18019334,0.037705,0.107241,1.550244,1.20036,0.035501,0.136904,13.46179,10.381495
gene-LOC18019336,0.100199,0.129616,2.750737,1.7517,0.193925,0.031256,25.184799,24.440258
gene-LOC18019337,12.483388,13.341656,2.63395,1.799191,16.705748,15.208224,4.473945,4.132205
gene-LOC18019338,5.601052,5.987943,4.295501,3.584513,4.09604,4.554705,5.195147,5.320851
gene-LOC18019339,1462.858509,1817.974945,1582.659216,1698.184799,1288.067246,1600.159087,2312.508319,2652.605492
gene-LOC18019340,0,0,0,0,0,0,0,0
gene-LOC18019341,0,0,0,0,0,0,0,0
gene-LOC18019342,0,0,0,0,0,0,0,0
gene-LOC18019343,43.282141,49.006988,25.313681,19.023719,44.771974,41.604379,27.877389,25.483367
gene-LOC18019344,0.193098,0.744806,0.290105,0.654442,0.370843,0.418169,0.19517,0.636949
gene-LOC18019345,0,0,0,0,0,0,0,0
gene-LOC18019346,0,0,0,0,0,0.076053,0.083201,0
gene-LOC18019348,0.069361,0.067171,0.126461,0.284548,0.267837,0.582431,0.070822,0.763603
gene-LOC18019349,7.660203,9.471918,11.969093,12.049256,6.063309,5.399775,14.248954,12.9227
gene-LOC18019350,45.977905,86.613087,133.225999,143.519005,80.641773,98.444239,196.82371,152.792927
gene-LOC18019353,18.761025,18.889808,30.965374,26.39132,10.494443,16.037633,24.50743,30.559051
gene-LOC18019354,10.864481,10.935172,20.071238,19.755427,8.59354,9.523324,26.31965,22.692011
gene-LOC18019356,0.593458,0.218106,0.669758,0.397825,0.656926,0.212959,3.780957,2.515064
gene-LOC18019358,4.683709,6.672106,8.750558,7.822632,3.934909,3.30556,26.601092,18.720371
gene-LOC18019359,376.280202,461.20031,351.800142,298.018065,264.277514,363.403688,320.428323,262.1898
gene-LOC18019361,0,0,0,0,0,0,0,0
gene-LOC18019362,0,0,0,0,0,0,0,0
gene-LOC18019363,0,0,0,0,0,0,0,0
gene-LOC18019364,2.776823,2.417286,2.286241,1.709688,2.62838,2.78425,3.634172,2.868437
gene-LOC18019365,2.962018,7.630074,12.155957,10.796464,10.795164,8.868355,15.146121,16.672981
gene-LOC18019366,5.855684,12.982652,62.186216,80.996618,12.713454,8.213202,60.755575,71.428921
gene-LOC18019367,0.201462,0.493372,0.278957,0.416456,0.295309,0,0.62066,0.511228
gene-LOC18019368,52.579193,41.309367,97.215584,104.011035,28.862767,40.661369,55.074482,57.683125
gene-LOC18019369,11.121937,12.527637,14.765567,16.116465,9.842534,11.953334,23.748443,25.614246
gene-LOC18019370,52.663813,50.365612,42.571254,49.516947,49.753951,52.239009,73.920043,73.294426
gene-LOC18019371,63.932057,53.135648,18.097029,18.891577,69.04232,68.039265,16.198897,20.15828
gene-LOC18019372,234.979195,281.31519,337.967533,362.970678,215.536645,184.951646,345.956947,381.881754
gene-LOC18019373,24.417882,24.113426,34.517887,36.290079,7.762092,11.274861,21.779607,23.234438
gene-LOC18019374,13.10319,13.341692,15.870991,15.350763,13.555481,12.716359,22.704062,22.093916
gene-LOC18019375,0.081889,0.536603,22.749665,28.17318,0.076067,0.073472,38.304483,33.263034
gene-LOC18019376,2.993477,3.471754,3.951314,3.787191,2.38573,2.422677,4.787895,4.462881
gene-LOC18019377,0.154744,0,0.226482,0.57646,0,0,1.930836,0.147955
gene-LOC18019378,18.28596,15.09833,22.521071,24.46051,13.055453,14.128526,28.378855,31.275199
gene-LOC18019379,65.725936,34.017609,248.472825,208.785749,4.056424,7.567393,191.543033,105.115452
gene-LOC18019380,4.830666,4.772519,10.388946,8.679037,5.636666,6.143573,8.16423,8.011373
gene-LOC18019381,0,0,0,0.059469,0,0,0.177587,0.057822
gene-LOC18019382,0.899207,0.732268,1.405605,0.953686,0.854918,1.526063,1.989988,1.853467
gene-LOC18019383,32.062249,32.163702,5.336276,6.264245,60.562874,52.779812,4.957483,5.251373
gene-LOC18019385,25.575984,29.885688,1.203798,1.010335,36.606645,34.980375,1.210962,1.229228
gene-LOC18019386,3.435483,2.619946,7.731165,8.079937,2.400871,2.363587,4.680266,5.173163
gene-LOC18019387,8.597354,9.727095,19.934595,22.01279,9.189135,8.752867,51.571266,40.004775
gene-LOC18019388,1.914783,0.79904,5.420261,6.978432,0.45406,0.329918,2.878151,5.261455
gene-LOC18019389,182.700952,135.98325,25.215693,27.64448,186.487343,205.751415,32.90601,35.687505
gene-LOC18019390,33.306572,23.184223,116.24074,117.815546,1.564032,1.898322,87.617973,98.702864
gene-LOC18019391,6.098326,6.290981,25.665356,22.167013,1.80797,1.85877,15.742794,13.729371
gene-LOC18019392,3.26162,5.976342,11.681664,15.016994,7.260597,8.220512,19.321787,12.989085
gene-LOC18019393,0,0,0,0,0,0,0,0
gene-LOC18019394,0.530874,0.576294,0.359651,0.337806,1.148716,0.864143,1.614276,1.975847
gene-LOC18019395,2.579328,3.29117,1.095454,1.022351,9.266322,8.027968,8.884368,4.553982
gene-LOC18019396,0.872526,1.11586,3.402549,3.260572,1.278158,1.243687,49.981415,39.164319
gene-LOC18019397,6.894196,5.953413,3.034626,2.452047,3.540625,3.669013,7.376716,6.239738
gene-LOC18019398,0.228129,0.223346,4.804651,6.400629,0.222946,0.036026,12.79096,8.705978
gene-LOC18019399,7.730915,8.79372,9.577526,9.127518,4.712762,6.81739,11.132947,9.574075
gene-LOC18019400,5.467494,2.676992,2.521943,0,2.663742,0,0,0
gene-LOC18019401,16.074404,15.031128,10.703327,13.126572,15.994851,18.504611,24.402271,21.812191
gene-LOC18019402,35.228597,28.231153,36.668805,39.87652,16.820218,18.823421,29.024509,30.304863
gene-LOC18019403,41.103092,38.600563,61.720604,56.315105,23.645613,23.853916,48.438919,48.07885
gene-LOC18019404,61.769291,48.059287,38.593653,44.011872,30.401833,38.700077,25.270153,23.330345
gene-LOC18019405,13.905796,13.28191,12.612224,12.812488,9.223761,9.772621,12.090948,11.418691
gene-LOC18019406,6.168659,6.521735,3.480653,3.428411,13.784358,16.569904,7.022636,5.922387
gene-LOC18019407,15.85965,18.614668,16.938562,17.674847,40.937366,68.500178,8.830508,11.246344
gene-LOC18019408,0.781518,1.304594,221.743963,291.262746,2.41155,0.537621,198.515872,253.304562
gene-LOC18019409,10.876723,9.278926,6.386244,7.939163,9.853241,10.895131,18.808831,11.053148
gene-LOC18019410,21.048817,15.330712,56.015784,55.07382,8.974274,11.129521,34.278617,33.343257
gene-LOC18019411,34.984942,32.937087,42.898341,40.132293,9.519802,12.195518,23.991488,41.159358
gene-LOC18019412,5.549764,4.118549,3.173217,3.784557,1.990406,2.713479,4.06448,4.045796
gene-LOC18019413,2.011981,2.134601,3.022685,2.468558,1.806128,1.350623,3.733775,1.763399
gene-LOC18019415,7.252783,6.051289,6.338821,6.508334,4.797423,7.479167,8.739362,7.79003
gene-LOC18019416,0.304628,1.121854,8.199156,8.224375,0.277788,1.352541,8.518662,7.622578
gene-LOC18019417,0,0,0,0,0,0.122108,0,0
gene-LOC18019418,194.747382,200.282712,9.581085,7.93086,345.235257,340.763421,8.190978,9.992188
gene-LOC18019419,0.24788,0.248344,3.31024,4.578551,0.496671,0.120748,6.50041,6.013241
gene-LOC18019420,11.788397,10.555361,13.60342,13.208694,8.584908,8.422042,17.147401,15.890252
gene-LOC18019421,14.640325,13.507501,14.554765,13.3078,18.036556,19.677376,16.498891,16.743439
gene-LOC18019422,137.23482,182.248301,2.267514,1.995016,323.578905,339.770074,3.609458,3.408695
gene-LOC18019423,6.462955,6.955468,2.175118,2.799469,3.80206,2.63296,2.626779,1.701888
gene-LOC18019424,21.050513,20.508792,25.820099,27.503436,12.439906,14.5247,23.975375,21.536639
gene-LOC18019425,18.475224,21.422433,5.045818,5.577272,16.654132,15.894405,5.037709,5.482426
gene-LOC18019426,31.204344,33.033937,40.091395,40.375516,31.007046,33.848111,38.890667,33.457541
gene-LOC18019427,4.017852,4.406715,8.712688,6.251676,6.855621,6.056375,7.818469,11.694019
gene-LOC18019428,7.32479,7.523313,6.814936,7.371298,5.947259,5.362395,10.173422,9.277697
gene-LOC18019429,55.01347,57.515864,44.106937,47.486709,48.429155,43.89552,40.619915,43.707453
gene-LOC18019430,52.798931,76.094545,101.750495,94.859146,55.175573,58.427395,93.10029,125.664632
gene-LOC18019431,4.438168,5.19726,5.393844,6.504512,4.197859,5.900463,6.472323,5.574921
gene-LOC18019433,0.646988,1.011899,4.4212,5.085583,0.757388,0.97931,7.051039,3.547466
gene-LOC18019434,77.082936,69.592491,87.037324,95.138973,54.281107,58.921952,78.312617,76.662852
gene-LOC18019435,10.763131,13.318568,18.364906,19.29251,9.239586,9.800063,26.394024,26.632002
gene-LOC18019436,32.528664,30.08021,41.580277,47.939612,23.041536,26.456403,53.776619,56.649711
gene-LOC18019437,56.14652,49.781401,16.303004,22.190459,68.984217,65.610845,28.283552,26.540258
gene-LOC18019438,0,0.104149,0.049177,0,0,0,0,0
gene-LOC18019439,11.168275,12.445991,18.842912,20.579839,10.460878,8.319712,29.680232,30.324425
gene-LOC18019440,25.219549,28.330432,26.215676,31.776246,34.662698,31.875293,43.161362,38.307792
gene-LOC18019441,35.716947,27.012377,55.185406,51.692545,16.896569,19.224354,40.265406,40.064999
gene-LOC18019442,0.512979,0.762365,28.844714,33.453577,0.464522,0.534462,7.100676,3.656126
gene-LOC18019443,7.190508,7.363547,8.275164,10.217952,5.138775,5.882732,9.717977,9.298428
gene-LOC18019444,18.464078,19.57728,17.755082,17.280656,18.903379,16.981962,22.773066,20.393729
gene-LOC18019445,131.213782,104.701407,142.22161,161.869195,56.557441,103.737712,79.038167,93.02906
gene-LOC18019446,38.75073,43.851903,50.705677,51.493787,30.168869,29.111752,48.136567,52.669189
gene-LOC18019447,8.861815,11.598313,11.290175,10.976554,9.78837,10.92858,13.398948,11.773893
gene-LOC18019448,0,0,0.45765,0.510578,0,0,0,0
gene-LOC18019449,33.160793,29.398889,90.623334,75.001261,12.75011,13.936778,38.749605,42.966117
gene-LOC18019450,0,0,0,0,0.056215,0,0,0.117208
gene-LOC18019451,0.594316,0.718517,3.865281,2.00304,0.655172,0.318766,3.48334,3.294649
gene-LOC18019452,3.14271,3.27646,6.957508,5.98823,3.728614,2.887952,7.338482,6.667576
gene-LOC18019453,29.267483,26.190603,61.001281,55.518993,17.986766,17.486029,47.233041,50.328967
gene-LOC18019454,15.568952,14.426852,18.611825,21.451367,9.769728,12.441231,22.617784,22.668278
gene-LOC18019455,4.287408,4.561947,7.090234,9.612492,3.849967,5.367809,10.434573,11.513292
gene-LOC18019456,15.37653,11.450602,22.660527,21.042846,2.345551,2.918486,9.76348,15.707887
gene-LOC18019457,1.546064,1.711004,0.499287,0.449099,2.870622,1.963155,0.558393,0.550699
gene-LOC18019458,407.401869,309.71605,221.801592,268.133694,26.447184,52.074658,52.991252,79.779552
gene-LOC18019459,4.539631,4.744279,7.610907,7.386074,5.608768,5.430407,9.093529,6.542038
gene-LOC18019461,21.079622,20.937815,42.067245,43.390813,20.703145,23.08921,74.600094,60.122616
gene-LOC18019462,0.320483,0.76785,0,0,0.110493,0.107564,0.342925,0.234695
gene-LOC18019463,0.487146,2.764172,297.38159,372.1783,0.24108,0.351627,124.246093,71.26287
gene-LOC18019464,10.452876,10.647316,10.171933,12.066545,6.02017,7.795343,13.738651,11.17911
gene-LOC18019465,0.988483,2.857587,15.630241,12.211382,2.654797,3.133367,17.716618,12.328376
gene-LOC18019466,33.243543,29.407228,37.299541,45.285007,40.775325,41.8255,38.185689,32.698196
gene-LOC18019467,23.38578,21.67144,81.921166,80.295625,39.5378,32.527213,262.103272,284.952437
gene-LOC18019468,0.272067,0.522354,7.617738,4.478166,0.692412,0.252731,13.936789,8.685139
gene-LOC18019469,0.908566,0.115951,1.713488,1.78507,0.282164,0.056403,0.829086,2.600393
gene-LOC18019470,1.402534,1.420644,28.275029,10.424902,16.194339,18.435423,7.668114,11.314193
gene-LOC18019471,3.263924,3.727954,7.466096,8.106914,1.514048,1.889966,13.290222,13.478775
gene-LOC18019472,21.842835,18.630968,33.847571,35.712286,13.835212,12.903859,38.112715,29.881252
gene-LOC18019474,5.898238,5.647378,5.490772,5.214515,3.925663,4.04583,7.006302,4.802876
gene-LOC18019475,2.054568,3.091795,10.505584,9.760209,0.875875,1.735088,7.255614,6.341135
gene-LOC18019476,9.981562,13.166596,12.092971,13.210261,14.63207,14.512424,20.854387,20.470782
gene-LOC18019477,0.893487,2.501637,0.405865,0.317069,4.005311,4.051853,1.267763,1.196503
gene-LOC18019478,0.424319,1.245371,0.984442,0.880992,0.622156,1.005785,4.830689,2.60029
gene-LOC18019479,0.355344,0.135089,0.982961,1.028504,0.276331,0.133764,3.813958,2.451894
gene-LOC18019480,0,0,1.201141,1.487986,0,0.054553,2.560314,1.304335
gene-LOC18019481,0.218381,0.267757,24.636146,32.695227,0.213862,0,66.417735,41.45294
gene-LOC18019482,0.05625,0.055502,8.946495,3.172981,0,0.592122,339.039708,105.504091
gene-LOC18019483,18.151098,16.402702,28.503007,23.057447,12.765418,14.519857,23.139122,22.410867
gene-LOC18019484,1.075891,0.397604,0.378235,0,0.13197,0.385098,0.279178,0.416829
gene-LOC18019485,22.842219,26.686209,34.126083,31.36785,13.919348,18.333636,24.758098,30.859768
gene-LOC18019486,0,0,1.211307,0.542768,0,0,7.116664,5.238519
gene-LOC18019487,0.228212,0.190743,1.136757,0.850691,0.114261,0.074129,2.093547,1.416998
gene-LOC18019488,22.813223,28.054128,32.467827,32.628758,19.055516,19.237888,43.303566,38.303881
gene-LOC18019490,0,0,0,0,0,0,0,0
gene-LOC18019491,3.455726,3.541308,9.340236,14.756945,6.017964,7.080635,27.397796,26.186231
gene-LOC18019492,45.967133,51.730202,53.879719,55.559458,48.746743,41.393867,76.718469,75.12242
gene-LOC18019493,3.020537,5.954988,6.580457,7.651742,4.593395,3.901843,6.746055,7.320244
gene-LOC18019494,5.95413,7.17602,0,0,8.925628,4.333343,0,0
gene-LOC18019495,363.767002,364.405588,288.202873,346.111074,366.155179,378.615561,393.858995,407.388564
gene-LOC18019496,6.818357,6.532586,5.311934,5.501085,14.180666,13.322278,9.933407,6.574854
gene-LOC18019497,48.305211,65.426932,111.537707,109.81841,37.687852,44.974608,78.818914,103.464858
gene-LOC18019498,10.997393,9.779923,6.785295,6.803646,2.522451,2.776646,4.74484,6.227854
gene-LOC18019499,45.7149,45.496992,65.70184,63.290867,38.130046,36.986809,95.605097,99.990132
gene-LOC18019500,30.103602,31.609123,31.894541,33.590639,20.795451,18.629391,30.131623,28.069709
gene-LOC18019501,21.884496,25.114769,10.803701,14.691519,22.109311,23.802646,31.33395,26.464774
gene-LOC18019502,3.660347,5.714591,21.743784,26.184197,1.740888,4.760585,25.480106,24.81458
gene-LOC18019503,14.818615,17.301987,23.763326,22.325366,14.978413,15.138233,26.309983,28.546373
gene-LOC18019504,64.08136,54.254388,58.535123,62.956318,37.169555,37.872599,55.335477,51.844244
gene-LOC18019505,19.431163,26.721935,142.873033,69.248395,17.792202,39.685724,32.83512,24.330354
gene-LOC18019506,338.473458,458.351903,2.432652,2.493685,1820.610755,1777.98011,1.51839,2.400689
gene-LOC18019507,0.234921,1.039928,2.728233,1.486884,0.409317,1.1944,8.053197,11.663639
gene-LOC18019508,6.192171,4.35516,3.011821,3.68008,7.564387,8.759299,4.627781,4.552769
gene-LOC18019509,1.645719,2.343296,2.359382,2.931366,1.129496,1.214968,2.301804,2.559905
gene-LOC18019510,327.340578,304.264938,131.695167,142.083549,175.518178,181.660268,114.936377,92.105678
gene-LOC18019511,5.737849,7.39116,5.003863,4.901441,11.314901,11.800499,11.360668,10.462291
gene-LOC18019512,52.364419,47.939894,37.084679,42.484464,48.976057,49.394754,45.793062,48.243407
gene-LOC18019513,7.543915,8.455915,8.350661,9.777013,5.203926,5.502127,10.879614,9.672713
gene-LOC18019514,0.056704,0,0.052664,0.058861,0,0,0,0.057981
gene-LOC18019515,0.760123,0.578686,0.272048,0.261064,0.123794,0.080064,0.043264,0.256906
gene-LOC18019516,85.106856,70.072757,34.432139,31.737759,37.715041,50.313202,44.088021,35.437666
gene-LOC18019517,3.293004,2.373617,0.887472,1.296004,1.436865,1.464851,2.728335,1.727424
gene-LOC18019518,6.474427,6.74132,6.221664,8.007585,6.342455,5.81063,5.987226,7.66763
gene-LOC18019519,0.708947,0.566425,1.831859,2.568667,0.255881,0.643779,1.91628,2.480932
gene-LOC18019520,9.081687,4.932198,19.97007,14.724501,3.327427,4.679302,8.743377,25.816655
gene-LOC18019521,6.448475,7.410544,11.376917,13.90476,8.74346,8.911066,17.800263,17.423271
gene-LOC18019522,125.298008,201.708899,89.317351,87.443168,207.200974,237.371602,85.395911,51.776539
gene-LOC18019523,88.792184,118.908399,173.84775,198.0593,86.732238,87.047529,181.317336,207.6504
gene-LOC18019524,2.833433,1.722141,27.053494,22.197104,1.212793,2.066695,32.278538,30.859696
gene-LOC18019525,6.970511,4.060091,8.251577,7.872789,2.69706,5.209425,10.694239,15.329361
gene-LOC18019526,45.933854,42.102779,73.445518,91.579024,35.74943,38.024618,104.763829,107.953833
gene-LOC18019527,35.141287,33.178724,30.451433,35.163105,25.286547,26.315234,42.576406,39.796217
gene-LOC18019528,1.904963,0.22877,6.183567,2.158124,0.227643,1.334586,0.239326,16.042295
gene-LOC18019529,0,0,0.360278,0,0,0.369495,0,0.396938
gene-LOC18019530,105.081132,87.894527,11.095881,12.0178,105.828887,118.797859,14.320019,14.607487
gene-LOC18019531,4.750121,8.077677,4.595495,4.799021,8.231792,6.547496,6.9428,8.595078
gene-LOC18019532,17.195746,19.430147,28.990045,31.338043,14.057183,15.025408,39.776367,47.307444
gene-LOC18019534,14.198763,15.531615,19.442725,20.329949,12.391828,11.819833,26.272594,25.78626
gene-LOC18019535,16.550943,16.476641,17.833382,20.022402,12.822893,10.118101,26.642989,21.471114
gene-LOC18019536,14.554299,16.188431,11.982498,9.726479,16.579027,16.116999,12.536346,14.999649
gene-LOC18019537,12.091276,10.897628,5.606373,2.742808,2.97874,4.768073,135.163678,132.234841
gene-LOC18019538,11.486522,8.752318,6.901897,8.924136,9.422171,10.570414,13.130532,12.844362
gene-LOC18019539,6.040798,5.535195,21.600253,24.630849,3.198848,4.415236,16.89065,32.18113
gene-LOC18019540,38.970834,47.409079,44.257056,48.2671,42.989955,44.350453,96.102586,74.050605
gene-LOC18019541,0.680466,0.931212,1.259771,0.846302,0.464233,1.028035,1.403018,2.215738
gene-LOC18019542,0.075986,0.037668,0.035754,0,0.037645,0.10965,0.079052,0.197109
gene-LOC18019543,0.07934,0.039194,0.074837,0,0.039097,0,0.041439,0.123609
gene-LOC18019544,0,0,0.093843,0,0,0,0.103903,0.103419
gene-LOC18019545,0.709824,0.409289,1.441541,1.152206,0.307403,0.699393,3.395486,2.283183
gene-LOC18019546,142.38586,160.896311,122.447588,126.422933,155.806014,164.54311,147.062358,150.676868
gene-LOC18019547,0,0,0,0,0.306305,0.294615,0,0
gene-LOC18019548,17.365336,14.246902,61.852533,60.91407,12.639808,13.672014,21.057034,27.829744
gene-LOC18019549,32.010675,37.459361,65.362512,62.779842,20.534983,21.87451,46.346511,50.401412
gene-LOC18019550,12.753847,24.582535,1597.796103,1105.315534,1.124039,3.003582,4.151721,26.402585
gene-LOC18019551,16.229925,14.069606,22.598684,17.746737,8.904695,10.222558,20.654809,25.019274
gene-LOC18019552,1.390629,2.154762,4.400477,4.207824,2.461155,2.20042,4.474258,5.203431
gene-LOC18019553,0.68732,1.145399,4.019655,4.686783,6.074142,5.126948,31.790051,36.351127
gene-LOC18019554,0,0,0,0,0,0,0,0
gene-LOC18019555,1.868739,5.225149,0.451405,0.541014,8.337658,10.573785,2.223638,1.717115
gene-LOC18019556,2.550315,3.693395,3.924909,3.220046,3.045561,2.332309,3.673461,4.213467
gene-LOC18019557,0,0,0,0,0,0,0,0
gene-LOC18019558,3.521232,2.907576,3.615366,2.952184,2.30354,2.500586,5.10681,5.571027
gene-LOC18019560,0,0.77777,1.296202,0.490948,0.308843,0.742674,3.248483,3.625027
gene-LOC18019561,73.674909,46.645217,137.383576,166.021005,5.441431,12.17488,41.643987,31.321176
gene-LOC18019563,2.40577,2.458266,4.969729,4.81219,2.534646,1.863498,3.907065,4.70076
gene-LOC18019564,26.573719,34.2661,38.109778,33.103475,24.539549,33.101293,44.832794,47.303043
gene-LOC18019565,2.399122,4.858238,11.834586,15.957603,1.599121,4.13208,14.245603,8.355873
gene-LOC18019566,64.371067,74.278674,71.452811,66.218691,45.114589,44.906815,73.818089,77.909098
gene-LOC18019567,4.914313,6.923759,13.624814,13.336185,8.146102,7.755043,15.828545,19.050867
gene-LOC18019568,0.77415,0.602618,1.328589,1.276484,0,0.097161,0.317811,1.097457
gene-LOC18019570,2.920364,2.524463,30.719285,33.716413,4.809051,7.03712,213.018621,267.644669
gene-LOC18019572,3.281267,3.233812,8.662886,8.848038,2.764989,3.095767,10.359213,15.53119
gene-LOC18019573,39.679557,40.151992,7.647746,9.861513,44.11013,40.127714,9.704512,10.842137
gene-LOC18019574,0,0,0,0,0,0,0,0
gene-LOC18019576,14.674828,15.581329,10.83142,12.149147,17.71576,16.351927,20.36111,16.246909
gene-LOC18019577,29.373887,31.388674,49.39614,48.044926,17.599448,21.598777,46.714729,50.051802
gene-LOC18019578,0.374239,0.241452,0.113648,0.063792,0.300663,0.585455,0.19049,0.125086
gene-LOC18019579,5.438837,9.078419,7.175556,7.890419,3.374188,5.843472,8.133662,7.720933
gene-LOC18019580,10.835013,11.293902,24.238274,22.978832,7.817559,8.135869,20.206332,23.269971
gene-LOC18019581,22.917348,19.494759,26.445885,27.351162,17.977917,18.913093,32.698131,32.951967
gene-LOC18019582,68.484086,65.63284,106.868914,102.193057,24.019452,30.95821,76.260826,91.095452
gene-LOC18019583,0.297558,0.146648,0.55362,0.84898,0.440181,0.284926,0.384184,0.534638
gene-LOC18019584,3.515328,3.951056,4.24165,5.23784,3.206267,2.719946,5.927618,6.146612
gene-LOC18019585,0,0,0,0,0,0,0,0
gene-LOC18019586,0.223427,0.449853,0.542966,0.299226,0.336585,0.601055,0.832272,2.158382
gene-LOC18019587,16.415317,16.038658,14.548004,14.889571,8.032168,7.753639,15.298556,11.833516
gene-LOC18019588,31.296711,35.052019,29.901939,31.758723,35.646391,38.432623,50.683093,51.769652
gene-LOC18019589,0.726783,0.757931,1.929065,1.787724,1.697244,1.033228,3.951563,3.533042
gene-LOC18019590,8.620088,8.05834,11.014208,9.533288,6.100658,5.691847,9.470779,9.316536
gene-LOC18019592,0.31064,0.075871,0.287108,0,0.075747,0.293952,1.200589,1.500893
gene-LOC18019593,12.783036,11.355125,11.646604,12.031996,16.257624,14.965668,9.956326,10.511876
gene-LOC18019594,34.088164,38.903851,51.101928,56.435675,24.860072,22.685959,40.461027,41.542035
gene-LOC18019595,7.718791,6.597634,5.846185,6.184123,6.092429,6.850207,8.388995,7.527184
gene-LOC18019596,8.308885,8.900415,5.891668,6.61707,8.647978,8.670766,6.348478,5.613303
gene-LOC18019597,1.818568,2.997168,8.59118,9.847072,3.015927,2.661309,8.139031,7.486246
gene-LOC18019600,10.43938,12.082373,1.411908,1.860878,16.760037,14.7764,1.964927,2.328076
gene-LOC18019601,5.695583,7.811884,1.900834,0.786791,20.921133,27.658332,10.170046,7.991998
gene-LOC18019602,20.660604,19.240084,21.112564,18.422499,13.521462,16.971387,18.946783,17.960012
gene-LOC18019603,2.916342,2.071894,2.403794,1.925085,5.505752,4.48366,4.305811,3.102361
gene-LOC18019604,18.574925,24.954578,7.721063,8.400151,42.423362,41.446322,11.79928,10.597947
gene-LOC18019605,1.803879,2.025084,1.677293,3.009234,2.980513,2.509048,3.380951,3.058848
gene-LOC18019606,0,0,0,0,0,0,0,0
gene-LOC18019607,5.19742,4.116049,7.925542,6.828519,3.248619,3.618282,6.74241,6.359335
gene-LOC18019608,20.775999,18.367238,18.550921,17.918123,18.17929,21.328574,19.628691,18.221797
gene-LOC18019609,239.104083,206.934237,172.017397,175.341382,159.298978,176.968739,166.677913,180.746484
gene-LOC18019610,8.818534,10.580227,17.439518,11.712638,9.96331,6.527494,14.415597,14.454882
gene-LOC18019611,65.088214,65.915004,25.628761,30.200015,55.173851,45.603647,30.194242,26.038302
gene-LOC18019612,15.068806,12.352316,19.963337,21.089383,8.154733,10.441885,15.592323,16.129455
gene-LOC18019613,14.565898,9.937056,13.934275,11.318895,6.719138,9.450027,12.561622,9.147208
gene-LOC18019614,18.310208,19.140361,23.303546,27.72608,13.255223,14.190899,22.517792,27.444847
gene-LOC18019615,12.534944,9.672919,16.612875,18.894916,7.631215,9.451192,13.279446,12.784714
gene-LOC18019616,15.426472,17.695974,18.943303,20.973082,16.279822,12.453754,22.053347,20.776408
gene-LOC18019617,0,0,0.717868,0,0,0,0.529289,0.526415
gene-LOC18019618,29.883015,27.625879,34.937787,34.469484,40.339444,49.044678,63.714978,62.577401
gene-LOC18019619,61.506381,61.763259,55.151437,51.756891,43.065624,47.052309,48.258635,48.973169
gene-LOC18019620,15.218989,17.700337,16.490095,18.127596,12.574332,11.746477,18.589566,19.433902
gene-LOC18019621,38.398853,40.210336,14.073721,15.958248,34.116831,32.639716,9.577028,10.623742
gene-LOC18019622,41.004042,45.45557,54.192631,57.095424,20.2764,22.86189,39.205453,46.215164
